Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
Sandy,6.68,53.1,1.1,2.24,139,61,48,18.08,39.29,1534.09,Potato,Sowing,Rabi,Drip,Rice,West,264.47,2.17,MOP
Silt,4.7,11.83,1.01,2.53,149,36,89,19.9,45.03,640.16,Cotton,Flowering,Kharif,Rainfed,Rice,Central,258.31,1.49,DAP
Clay,7.48,31.81,1.28,2.6,98,24,12,15.54,40.07,638.05,Rice,Flowering,Kharif,Drip,Rice,West,102.52,4.11,DAP
Silt,6.52,15.88,1.29,0.88,38,71,35,29.28,88.46,2098.19,Maize,Flowering,Rabi,Drip,Wheat,East,74.67,5.08,Urea
Silt,7.09,30.84,0.97,2.02,116,15,78,31.03,69.5,924.56,Potato,Harvest,Kharif,Sprinkler,Sugarcane,Central,81.7,7.55,DAP
Clay,6.51,51.94,1.02,0.77,89,33,64,21.88,40.76,2551.97,Wheat,Sowing,Rabi,Sprinkler,Cotton,North,274.12,7.17,DAP
Sandy,6.47,41.15,1.4,1.91,113,14,12,32.11,55.43,1641.27,Rice,Vegetative,Rabi,Rainfed,Cotton,East,170.97,6.69,DAP
Silt,5.19,46.84,1.41,2.67,150,80,65,39.75,46.15,1902.63,Cotton,Sowing,Rabi,Canal,Potato,West,237.17,7.64,Compost
Silt,5.61,27.46,1.06,0.22,143,62,37,28.36,71.07,1098.54,Rice,Vegetative,Kharif,Rainfed,Potato,North,171.77,5.92,MOP
Loamy,5.14,57.22,0.21,2.96,152,40,52,29.48,82.04,826.68,Tomato,Harvest,Kharif,Sprinkler,Maize,East,268.06,2.12,Compost
Silt,5.28,45.46,0.34,2.5,86,44,39,21.22,54.05,645.11,Maize,Harvest,Zaid,Drip,Potato,East,166.39,7.21,MOP
Clay,8.39,31.09,1.32,2.31,58,28,96,10.32,55.73,2179.83,Wheat,Harvest,Kharif,Drip,Wheat,Central,266.87,5.9,Urea
Loamy,5.11,31.32,0.31,2.1,148,43,27,38.62,53.91,2129.56,Wheat,Harvest,Zaid,Canal,Potato,West,117.58,6.38,MOP
Sandy,5.58,55.93,0.48,2.33,128,10,14,33.17,56.95,1579.49,Cotton,Harvest,Kharif,Drip,Cotton,South,65.91,4.85,DAP
Loamy,6.86,38.82,0.5,2.98,70,50,95,30.87,32.15,2387.67,Cotton,Vegetative,Zaid,Canal,Potato,North,121.72,6.73,NPK
Clay,6.94,45.32,0.98,2.33,122,62,118,10.89,65.56,2447.26,Sugarcane,Harvest,Zaid,Canal,Rice,West,204.19,1.69,Zinc Sulphate
Clay,5.12,30.85,0.95,1.12,100,89,70,32.77,87.12,1438.1,Tomato,Flowering,Rabi,Rainfed,Cotton,South,265.77,5.91,Compost
Loamy,7.67,21.18,0.58,1.88,125,73,10,30.1,77.12,2023.23,Maize,Harvest,Rabi,Rainfed,Maize,North,117.89,4.03,MOP
Sandy,7.64,46.18,0.47,1.08,70,49,73,27.07,81.68,2753.89,Potato,Sowing,Rabi,Canal,Cotton,East,69.55,2.36,Urea
Loamy,5.45,40.39,1.19,2.91,47,71,100,28.71,43.75,428.06,Cotton,Vegetative,Zaid,Canal,Maize,North,158.19,3.81,Urea
Sandy,5.65,35.07,1.42,2.71,49,64,23,37.55,66.43,233.96,Maize,Vegetative,Rabi,Sprinkler,Rice,West,282.63,7.03,Urea
Loamy,8.25,41.2,0.27,1.75,27,20,50,10.2,83.58,1525.41,Sugarcane,Flowering,Rabi,Drip,Maize,Central,158.58,2.6,Urea
Clay,7.8,20.41,0.37,2.37,60,61,82,14.71,34.12,1128.87,Rice,Sowing,Zaid,Rainfed,Cotton,Central,130.28,5.49,DAP
Silt,7.29,49.7,1.03,2.74,78,35,77,36.84,82.64,443.62,Sugarcane,Flowering,Rabi,Rainfed,Tomato,North,223.3,6.34,DAP
Silt,4.83,57.41,1.25,0.81,53,83,62,10.25,33.87,619.35,Maize,Vegetative,Rabi,Canal,Cotton,Central,154.27,3.3,Urea
Sandy,6.17,54.56,1.23,1.78,90,57,98,37.11,88.98,921.0,Cotton,Vegetative,Kharif,Drip,Maize,West,224.76,2.85,NPK
Sandy,6.74,26.07,1.14,1.5,135,54,40,10.89,35.04,478.31,Sugarcane,Harvest,Kharif,Sprinkler,Wheat,South,80.02,5.84,MOP
Sandy,5.25,30.3,1.35,2.34,57,42,68,33.38,52.08,1093.42,Wheat,Sowing,Kharif,Canal,Maize,Central,164.4,1.62,Urea
Clay,6.29,50.42,0.48,1.2,128,73,105,36.73,33.28,571.84,Tomato,Vegetative,Rabi,Canal,Cotton,West,70.23,4.9,NPK
Loamy,6.9,39.76,0.34,2.16,136,87,75,28.38,33.41,1949.14,Maize,Sowing,Zaid,Sprinkler,Rice,North,224.36,7.15,Zinc Sulphate
Clay,5.81,37.4,1.0,1.27,41,18,46,29.24,81.98,2150.55,Cotton,Flowering,Rabi,Rainfed,Tomato,North,239.96,5.23,Urea
Silt,7.62,56.33,1.27,0.42,40,87,59,11.52,33.82,2371.37,Rice,Harvest,Rabi,Rainfed,Maize,West,85.4,3.63,Urea
Sandy,7.86,36.8,0.96,0.41,66,11,75,16.33,77.56,2635.34,Cotton,Flowering,Rabi,Canal,Rice,West,65.89,6.4,DAP
Loamy,5.79,35.75,1.45,0.45,69,84,23,36.98,84.41,208.67,Maize,Harvest,Zaid,Rainfed,Tomato,Central,152.04,3.56,MOP
Silt,7.85,12.1,1.23,0.19,138,23,24,34.71,86.1,693.92,Potato,Vegetative,Kharif,Drip,Cotton,South,258.52,2.76,DAP
Silt,4.91,13.47,1.11,1.65,157,45,34,11.79,81.84,2481.04,Wheat,Flowering,Zaid,Rainfed,Cotton,North,107.09,1.61,MOP
Silt,7.85,10.37,0.28,2.05,130,44,83,34.39,87.31,285.37,Cotton,Sowing,Kharif,Drip,Sugarcane,West,193.94,7.08,Zinc Sulphate
Clay,5.11,55.66,0.34,0.47,47,73,101,22.7,33.11,2063.24,Tomato,Vegetative,Zaid,Sprinkler,Cotton,South,96.61,5.5,Urea
Sandy,4.83,30.42,1.22,1.87,56,34,17,26.82,89.8,706.12,Cotton,Flowering,Rabi,Canal,Maize,North,213.25,4.31,Urea
Silt,7.07,33.43,0.46,1.83,70,18,67,13.25,31.23,1618.0,Tomato,Sowing,Zaid,Canal,Maize,West,98.32,5.51,DAP
Sandy,6.39,52.27,0.24,0.53,27,86,65,21.96,39.99,2894.46,Maize,Vegetative,Rabi,Rainfed,Sugarcane,South,140.27,2.13,Urea
Clay,8.13,40.46,1.38,1.27,133,52,23,23.05,34.86,2016.36,Tomato,Vegetative,Rabi,Sprinkler,Maize,Central,230.92,1.19,MOP
Silt,5.95,40.48,1.36,2.29,38,19,93,30.08,74.64,1231.02,Maize,Harvest,Zaid,Rainfed,Wheat,North,211.06,6.64,Urea
Clay,5.65,24.83,0.48,0.15,49,66,51,29.73,35.22,2129.21,Wheat,Vegetative,Zaid,Sprinkler,Potato,East,158.93,7.32,Urea
Clay,6.5,51.7,1.21,0.53,55,42,22,26.47,47.56,215.57,Cotton,Vegetative,Zaid,Canal,Cotton,West,138.03,1.7,Urea
Sandy,6.32,18.29,0.26,2.99,154,18,28,10.94,68.28,2861.4,Wheat,Harvest,Rabi,Drip,Cotton,East,272.71,3.98,DAP
Silt,5.88,12.66,0.57,2.23,135,63,43,14.85,59.88,1164.45,Potato,Flowering,Rabi,Sprinkler,Tomato,North,86.87,7.33,DAP
Clay,7.27,19.58,1.01,1.45,126,22,99,14.81,38.17,2944.33,Maize,Harvest,Rabi,Rainfed,Sugarcane,Central,169.07,6.67,DAP
Silt,7.54,23.39,1.19,1.93,53,33,110,36.63,61.29,2093.96,Wheat,Flowering,Kharif,Canal,Cotton,North,174.22,3.82,Urea
Sandy,7.91,24.12,0.21,2.55,51,71,55,37.05,50.44,1004.58,Potato,Vegetative,Kharif,Sprinkler,Wheat,Central,133.38,1.67,Urea
Clay,8.39,43.53,0.62,2.54,61,49,97,34.19,65.16,1922.75,Maize,Sowing,Rabi,Drip,Cotton,North,265.63,3.26,Zinc Sulphate
Sandy,5.57,20.89,0.48,1.04,138,68,64,15.25,62.31,1264.7,Rice,Harvest,Rabi,Rainfed,Maize,South,52.26,6.69,Zinc Sulphate
Silt,7.36,43.83,1.5,1.52,33,65,94,35.2,89.37,1999.83,Wheat,Harvest,Rabi,Canal,Potato,East,260.04,2.65,Urea
Silt,6.08,14.56,1.07,1.95,133,73,73,15.63,81.81,2413.85,Tomato,Sowing,Rabi,Canal,Cotton,South,111.39,7.51,SSP
Sandy,7.21,17.36,0.73,0.31,113,69,66,26.64,30.22,1518.23,Tomato,Vegetative,Zaid,Drip,Wheat,North,53.79,3.55,NPK
Loamy,6.4,35.44,0.3,2.84,50,32,97,32.02,40.56,821.93,Cotton,Harvest,Kharif,Rainfed,Potato,South,179.43,6.97,Urea
Clay,8.48,56.09,0.98,1.35,151,36,81,11.55,84.79,2948.07,Potato,Flowering,Zaid,Sprinkler,Maize,North,117.3,3.99,DAP
Silt,7.42,52.98,1.03,1.18,28,70,73,27.94,62.37,1355.41,Cotton,Harvest,Zaid,Rainfed,Maize,North,161.57,4.73,Urea
Silt,8.31,58.44,1.26,2.73,119,53,106,17.53,75.57,693.89,Cotton,Harvest,Kharif,Drip,Potato,North,128.27,6.57,Zinc Sulphate
Clay,7.84,42.52,0.58,0.44,89,66,14,24.94,60.21,2269.8,Cotton,Harvest,Kharif,Canal,Tomato,Central,126.64,3.21,MOP
Sandy,8.11,43.79,1.48,0.21,43,52,98,21.52,77.15,2034.78,Rice,Harvest,Rabi,Rainfed,Wheat,Central,236.66,1.08,Urea
Sandy,7.76,41.25,0.77,2.09,117,71,52,30.6,37.97,2486.47,Cotton,Vegetative,Rabi,Canal,Tomato,West,253.51,2.22,NPK
Sandy,6.34,41.14,0.58,1.22,84,35,113,24.68,74.27,204.69,Wheat,Sowing,Rabi,Drip,Sugarcane,Central,232.98,3.63,DAP
Loamy,5.51,17.36,0.65,2.32,119,84,26,19.05,82.18,1172.48,Maize,Harvest,Zaid,Sprinkler,Sugarcane,East,182.52,7.69,MOP
Loamy,5.98,37.19,0.88,0.3,69,73,98,37.31,45.94,1080.68,Tomato,Flowering,Rabi,Sprinkler,Tomato,North,206.97,7.49,NPK
Silt,4.58,29.3,1.42,1.21,39,78,115,38.77,52.1,2786.75,Maize,Sowing,Zaid,Rainfed,Cotton,North,293.72,7.72,Urea
Sandy,6.6,32.13,1.16,0.78,78,33,55,34.06,65.43,1179.07,Maize,Flowering,Kharif,Canal,Rice,Central,122.12,7.18,DAP
Clay,6.52,36.18,0.95,2.24,78,82,42,27.42,82.09,1676.25,Tomato,Flowering,Kharif,Drip,Tomato,Central,72.71,6.32,NPK
Silt,6.6,16.42,0.41,0.76,109,83,78,36.53,84.47,209.87,Maize,Flowering,Kharif,Canal,Maize,East,233.85,1.1,NPK
Clay,8.4,27.97,0.39,1.43,158,20,24,28.05,62.07,2462.81,Tomato,Harvest,Zaid,Rainfed,Tomato,North,132.57,4.09,DAP
Silt,8.15,13.17,0.85,2.47,103,76,51,14.46,69.48,519.14,Wheat,Harvest,Rabi,Sprinkler,Wheat,South,135.77,7.77,Zinc Sulphate
Loamy,5.15,58.98,1.15,2.75,84,62,24,10.52,82.37,2670.53,Cotton,Flowering,Zaid,Canal,Tomato,Central,285.4,1.78,MOP
Silt,5.98,15.93,1.18,2.2,96,52,74,31.78,43.88,2258.31,Sugarcane,Flowering,Kharif,Rainfed,Wheat,South,118.41,6.11,SSP
Loamy,6.2,22.93,0.49,1.34,77,36,72,32.57,79.51,1757.89,Cotton,Flowering,Rabi,Canal,Maize,East,55.93,6.2,DAP
Silt,5.94,54.56,0.33,1.76,119,10,65,37.77,45.71,2297.44,Sugarcane,Vegetative,Kharif,Canal,Wheat,Central,70.75,2.5,DAP
Sandy,7.69,34.14,0.7,2.1,142,58,52,34.73,64.86,2420.09,Rice,Sowing,Zaid,Canal,Tomato,East,246.08,7.5,Compost
Clay,6.6,16.78,1.39,2.64,63,57,91,29.19,86.08,2304.87,Maize,Harvest,Zaid,Rainfed,Sugarcane,East,256.43,2.5,MOP
Sandy,6.79,29.21,0.91,2.68,144,89,79,15.71,60.69,2050.51,Rice,Vegetative,Zaid,Rainfed,Sugarcane,Central,161.68,7.61,NPK
Silt,7.91,15.79,0.62,2.8,71,88,43,27.82,35.6,2665.93,Maize,Vegetative,Kharif,Drip,Potato,South,104.29,5.2,Zinc Sulphate
Silt,7.72,20.01,0.62,2.45,141,62,75,23.04,83.75,1384.46,Potato,Vegetative,Zaid,Sprinkler,Maize,North,238.56,1.06,NPK
Silt,5.03,12.6,0.37,0.53,31,20,90,16.96,65.1,1785.27,Potato,Harvest,Kharif,Drip,Sugarcane,North,87.22,5.28,Urea
Loamy,7.36,31.91,0.82,2.27,57,18,78,33.97,34.27,2914.26,Tomato,Vegetative,Rabi,Canal,Maize,North,83.72,4.89,Urea
Clay,6.24,50.33,1.23,2.46,109,70,29,14.49,30.63,1242.29,Sugarcane,Harvest,Zaid,Sprinkler,Potato,South,70.8,5.59,MOP
Clay,5.68,39.3,1.46,2.65,123,31,23,28.91,45.68,2302.57,Maize,Sowing,Kharif,Canal,Cotton,West,68.86,4.66,DAP
Silt,4.7,40.32,0.85,2.78,108,80,85,28.32,37.22,1297.05,Maize,Vegetative,Rabi,Sprinkler,Rice,South,163.77,5.16,Compost
Silt,6.45,20.03,0.42,1.58,31,53,77,19.11,67.71,1516.48,Cotton,Harvest,Zaid,Drip,Wheat,South,103.04,5.15,Urea
Loamy,5.92,27.19,1.09,2.0,108,39,50,22.88,65.8,1139.77,Tomato,Flowering,Rabi,Drip,Wheat,North,116.77,6.8,DAP
Sandy,5.51,52.26,1.18,0.13,55,69,68,13.5,80.45,628.61,Potato,Sowing,Zaid,Rainfed,Potato,East,183.99,5.63,Urea
Sandy,7.28,14.39,0.29,1.76,35,64,59,10.77,60.8,2922.17,Cotton,Flowering,Zaid,Rainfed,Wheat,North,162.43,2.93,Urea
Clay,7.58,52.9,1.31,1.47,132,48,83,10.39,45.19,1452.46,Cotton,Vegetative,Zaid,Rainfed,Potato,South,120.44,1.34,NPK
Loamy,5.48,34.18,1.28,2.89,82,50,48,15.23,33.02,982.17,Rice,Vegetative,Kharif,Canal,Wheat,South,292.87,3.83,Compost
Silt,4.7,51.86,0.81,2.71,62,18,39,36.01,30.63,2009.59,Wheat,Harvest,Kharif,Rainfed,Rice,West,86.15,5.58,DAP
Clay,7.9,25.9,0.93,2.41,38,10,46,25.68,85.55,510.6,Sugarcane,Flowering,Rabi,Drip,Wheat,West,204.33,2.57,Urea
Loamy,4.54,26.94,1.13,0.27,157,12,56,13.51,38.67,1721.54,Potato,Harvest,Rabi,Sprinkler,Tomato,East,277.94,7.81,DAP
Sandy,8.25,47.58,1.08,1.27,75,78,99,37.16,59.95,1807.53,Tomato,Vegetative,Zaid,Drip,Maize,West,58.75,7.91,Zinc Sulphate
Loamy,7.01,49.25,0.22,2.12,62,20,54,27.07,77.69,748.67,Rice,Vegetative,Rabi,Drip,Wheat,West,209.5,4.19,DAP
Sandy,5.79,21.48,0.36,0.19,67,13,119,10.84,85.72,2886.92,Cotton,Harvest,Zaid,Sprinkler,Rice,East,262.58,7.74,DAP
Loamy,5.49,58.64,0.41,0.78,59,42,66,32.88,42.1,1865.1,Cotton,Vegetative,Rabi,Drip,Rice,Central,60.45,6.21,Urea
Clay,4.54,14.22,1.18,2.67,53,42,13,24.2,43.92,823.33,Wheat,Vegetative,Kharif,Drip,Sugarcane,Central,228.79,5.59,Urea
Sandy,5.44,13.43,0.77,0.48,129,54,15,25.99,40.78,2533.63,Potato,Sowing,Zaid,Drip,Wheat,South,245.88,6.31,MOP
Clay,5.05,39.78,0.91,0.25,132,29,24,28.4,39.54,1059.71,Rice,Flowering,Rabi,Rainfed,Maize,Central,66.87,5.78,DAP
Clay,6.95,46.14,1.2,1.78,132,46,118,12.83,57.3,2243.75,Potato,Sowing,Kharif,Rainfed,Sugarcane,South,62.08,6.8,NPK
Sandy,5.17,58.04,0.64,2.84,148,30,54,38.43,68.15,1959.45,Tomato,Vegetative,Rabi,Rainfed,Rice,South,171.09,1.16,DAP
Sandy,6.61,30.25,1.17,2.52,38,67,91,17.66,72.38,647.11,Potato,Sowing,Rabi,Drip,Cotton,West,227.3,7.31,Urea
Silt,6.86,11.26,0.77,2.93,20,60,90,28.65,49.63,464.53,Cotton,Harvest,Zaid,Sprinkler,Tomato,West,149.19,2.7,Urea
Silt,5.69,40.14,0.69,2.29,139,80,69,35.67,67.43,1901.03,Maize,Flowering,Zaid,Sprinkler,Cotton,Central,255.75,4.83,Zinc Sulphate
Silt,4.64,24.48,0.63,1.37,107,25,106,19.96,30.14,2071.25,Sugarcane,Vegetative,Zaid,Sprinkler,Rice,East,257.2,6.98,DAP
Clay,4.65,31.65,1.45,2.85,122,45,109,28.83,83.3,566.96,Rice,Flowering,Rabi,Drip,Rice,East,90.0,3.33,Compost
Clay,4.61,34.42,1.2,1.34,103,59,116,39.67,82.19,683.61,Maize,Flowering,Rabi,Drip,Wheat,South,67.74,7.91,Compost
Silt,7.46,13.23,0.23,1.12,47,84,98,35.55,62.65,340.25,Rice,Vegetative,Zaid,Drip,Wheat,East,127.77,2.33,Urea
Clay,5.77,34.3,1.44,1.4,126,57,37,33.38,44.6,576.6,Rice,Harvest,Rabi,Drip,Wheat,West,98.59,2.48,MOP
Clay,7.69,31.32,1.21,2.46,64,38,86,23.18,88.33,1846.62,Potato,Sowing,Kharif,Rainfed,Rice,South,250.21,4.55,DAP
Sandy,6.23,45.63,0.39,2.76,43,51,41,23.54,78.64,761.78,Cotton,Flowering,Zaid,Canal,Maize,East,183.21,1.54,Urea
Sandy,6.31,42.28,0.3,1.14,63,68,57,24.57,31.02,1008.25,Wheat,Flowering,Rabi,Canal,Tomato,South,214.96,1.11,Compost
Clay,6.55,19.26,0.6,1.44,149,64,28,30.71,58.18,1754.7,Maize,Harvest,Rabi,Canal,Rice,North,239.48,5.65,MOP
Silt,7.35,20.31,1.01,2.71,97,83,40,14.33,36.12,1359.6,Cotton,Vegetative,Kharif,Rainfed,Wheat,North,266.34,4.22,NPK
Loamy,5.59,22.55,1.0,0.24,81,76,88,35.83,37.93,2566.63,Sugarcane,Harvest,Zaid,Rainfed,Tomato,South,193.78,5.97,MOP
Silt,4.99,18.95,0.56,2.37,23,31,69,10.54,30.08,1798.97,Potato,Harvest,Rabi,Drip,Rice,North,199.64,7.69,Urea
Loamy,6.72,42.86,0.78,1.42,145,11,53,15.1,71.26,569.78,Tomato,Harvest,Zaid,Drip,Maize,East,218.82,7.6,DAP
Silt,5.81,59.72,0.48,1.19,50,17,32,24.45,45.15,1276.1,Cotton,Harvest,Kharif,Drip,Potato,West,206.25,6.24,Urea
Sandy,6.27,42.61,0.27,1.4,78,50,113,17.56,48.29,924.54,Rice,Harvest,Kharif,Sprinkler,Potato,West,274.15,4.02,DAP
Clay,7.09,40.33,0.87,1.31,20,20,36,20.97,32.82,925.16,Potato,Vegetative,Kharif,Canal,Tomato,North,68.95,4.19,Urea
Clay,6.48,30.5,0.65,2.29,88,33,10,19.98,30.48,918.11,Maize,Vegetative,Rabi,Drip,Rice,South,122.6,4.23,DAP
Sandy,6.98,25.63,0.91,2.79,33,35,31,18.07,77.56,1371.46,Sugarcane,Harvest,Rabi,Rainfed,Tomato,West,56.88,7.01,Urea
Loamy,6.68,55.55,1.43,1.53,42,44,17,21.41,69.68,569.78,Cotton,Harvest,Rabi,Canal,Wheat,East,267.31,6.72,Urea
Loamy,7.46,58.45,0.39,2.51,127,14,78,25.16,52.94,906.7,Tomato,Sowing,Kharif,Rainfed,Potato,North,173.55,5.94,DAP
Loamy,7.32,34.84,0.2,2.22,133,24,33,24.29,34.19,2164.11,Rice,Harvest,Kharif,Drip,Rice,West,256.88,5.57,DAP
Sandy,6.64,24.51,0.3,1.06,137,23,42,34.36,76.55,2516.84,Tomato,Sowing,Rabi,Sprinkler,Maize,East,196.29,2.96,DAP
Loamy,7.22,48.51,0.8,1.8,156,46,21,19.24,85.58,238.51,Potato,Sowing,Rabi,Canal,Cotton,South,77.99,4.68,MOP
Sandy,7.99,16.62,1.12,2.03,138,27,13,18.46,61.65,433.68,Tomato,Flowering,Zaid,Sprinkler,Potato,North,69.3,3.38,DAP
Silt,6.23,48.28,0.95,0.17,117,85,73,25.13,38.34,2594.13,Sugarcane,Harvest,Kharif,Sprinkler,Maize,Central,59.83,5.04,SSP
Silt,6.15,50.95,0.84,1.25,64,76,88,11.44,69.15,801.03,Rice,Vegetative,Zaid,Drip,Cotton,Central,121.13,7.4,NPK
Sandy,7.56,16.25,0.66,2.98,145,55,69,13.35,34.29,1074.09,Cotton,Vegetative,Rabi,Canal,Sugarcane,East,281.01,4.86,NPK
Clay,6.83,58.84,0.6,1.95,154,77,18,34.09,39.93,1143.85,Tomato,Flowering,Rabi,Drip,Tomato,North,237.52,7.98,MOP
Silt,4.78,59.28,0.69,1.07,76,66,51,24.81,58.24,2624.45,Potato,Harvest,Kharif,Canal,Maize,East,127.11,4.49,Compost
Loamy,8.07,56.84,1.0,0.83,83,49,62,12.0,44.94,655.72,Cotton,Vegetative,Kharif,Canal,Maize,South,139.31,2.2,Zinc Sulphate
Sandy,4.62,34.8,0.42,0.71,21,54,86,23.21,85.81,2475.11,Rice,Harvest,Zaid,Sprinkler,Rice,South,194.31,7.86,Urea
Loamy,7.49,22.3,1.2,1.26,25,25,83,21.95,78.53,1509.54,Maize,Harvest,Zaid,Sprinkler,Potato,West,269.03,2.19,Urea
Loamy,7.54,39.1,0.95,0.66,127,71,69,17.38,46.61,2392.87,Tomato,Sowing,Zaid,Canal,Tomato,West,240.84,5.04,MOP
Clay,8.31,31.0,0.55,0.49,80,32,115,21.16,87.83,2126.55,Maize,Vegetative,Kharif,Rainfed,Rice,West,270.95,6.09,DAP
Loamy,4.72,20.3,0.85,1.16,36,82,23,15.65,52.7,2249.88,Wheat,Vegetative,Rabi,Drip,Wheat,West,53.82,4.39,Urea
Clay,6.89,31.18,1.45,1.86,45,60,60,23.47,64.1,518.77,Cotton,Harvest,Kharif,Rainfed,Rice,Central,294.21,1.3,Urea
Silt,6.21,43.19,0.23,0.52,95,10,74,22.26,63.84,1064.58,Tomato,Vegetative,Rabi,Drip,Maize,West,110.95,5.4,DAP
Sandy,5.82,13.55,0.46,0.23,60,86,36,28.23,68.98,836.05,Tomato,Harvest,Kharif,Sprinkler,Potato,Central,131.43,7.9,MOP
Loamy,4.86,26.67,0.78,0.2,129,54,31,38.26,44.62,552.58,Potato,Harvest,Kharif,Drip,Rice,South,211.22,5.78,MOP
Sandy,6.75,10.89,1.03,0.88,118,13,31,15.56,85.32,1989.86,Maize,Harvest,Rabi,Sprinkler,Sugarcane,East,254.86,5.28,DAP
Loamy,6.42,47.47,0.48,0.65,118,64,99,22.52,45.94,2146.37,Rice,Sowing,Kharif,Sprinkler,Rice,West,135.29,5.13,Compost
Sandy,4.92,42.03,1.41,1.66,73,19,73,26.87,69.89,596.15,Tomato,Harvest,Kharif,Rainfed,Cotton,West,223.2,3.53,DAP
Loamy,6.95,13.13,1.04,1.42,67,39,33,26.41,75.95,2351.82,Maize,Harvest,Kharif,Drip,Rice,North,281.16,3.01,DAP
Loamy,7.45,58.24,1.34,1.04,114,23,39,29.84,82.89,1003.11,Sugarcane,Harvest,Zaid,Sprinkler,Potato,South,185.07,6.1,DAP
Loamy,7.57,11.13,0.63,2.52,109,39,49,18.04,57.42,1255.03,Tomato,Sowing,Zaid,Sprinkler,Tomato,South,188.03,3.05,DAP
Loamy,8.12,39.5,1.28,1.56,91,14,90,29.04,72.7,2981.11,Tomato,Sowing,Kharif,Canal,Potato,North,226.18,7.39,DAP
Loamy,6.14,48.82,0.69,0.37,123,24,32,16.04,35.12,737.56,Sugarcane,Harvest,Zaid,Sprinkler,Tomato,North,82.06,2.35,DAP
Loamy,8.31,49.39,0.53,0.96,152,26,19,13.76,76.68,530.74,Tomato,Harvest,Zaid,Rainfed,Maize,South,228.18,7.82,DAP
Loamy,7.96,11.71,1.39,2.92,71,57,42,34.95,75.34,951.83,Rice,Harvest,Kharif,Sprinkler,Potato,Central,89.96,4.07,Zinc Sulphate
Loamy,5.69,55.32,0.32,2.93,20,85,81,24.21,54.64,2809.05,Tomato,Harvest,Rabi,Sprinkler,Sugarcane,Central,290.22,1.67,Urea
Loamy,5.14,55.92,1.43,0.84,64,34,14,21.92,48.81,536.14,Rice,Vegetative,Rabi,Rainfed,Rice,Central,95.1,1.27,DAP
Sandy,6.24,38.07,0.8,0.58,137,28,107,37.86,52.81,1924.64,Cotton,Flowering,Kharif,Canal,Tomato,Central,164.2,6.82,DAP
Clay,6.11,34.1,1.49,1.54,59,68,36,31.29,35.43,2420.63,Sugarcane,Vegetative,Rabi,Drip,Potato,South,248.64,4.62,Urea
Loamy,6.8,12.24,0.9,1.5,30,62,71,30.31,68.27,2782.64,Maize,Sowing,Rabi,Canal,Sugarcane,North,129.43,2.37,Urea
Clay,6.83,38.1,1.18,1.29,145,48,104,15.83,84.78,1538.49,Wheat,Flowering,Zaid,Sprinkler,Cotton,East,180.9,2.85,MOP
Loamy,7.5,30.47,0.21,1.64,115,14,34,16.28,69.94,1481.53,Rice,Flowering,Rabi,Canal,Maize,West,67.07,1.69,DAP
Loamy,6.54,48.64,0.85,0.77,154,49,75,24.49,64.83,2517.3,Sugarcane,Sowing,Rabi,Sprinkler,Tomato,North,234.01,2.81,SSP
Sandy,4.92,30.19,1.16,0.43,58,67,29,29.57,89.44,748.35,Rice,Flowering,Zaid,Canal,Sugarcane,North,76.31,1.56,Urea
Silt,7.93,44.18,1.22,1.75,63,87,52,21.86,62.51,1494.04,Tomato,Sowing,Rabi,Sprinkler,Potato,Central,232.1,3.91,Zinc Sulphate
Silt,5.74,15.07,0.41,2.8,76,15,76,11.93,50.75,1985.65,Maize,Vegetative,Rabi,Drip,Potato,South,80.39,4.33,DAP
Sandy,8.39,16.65,0.74,0.5,60,28,67,30.49,72.28,2160.26,Maize,Sowing,Rabi,Canal,Tomato,North,82.95,4.92,DAP
Clay,4.97,16.99,0.74,2.14,58,77,50,33.21,61.29,513.17,Sugarcane,Harvest,Kharif,Drip,Sugarcane,West,231.74,4.98,Urea
Silt,8.33,12.28,0.33,1.37,41,33,113,38.33,88.33,2628.05,Potato,Sowing,Kharif,Canal,Rice,Central,131.4,3.11,Urea
Sandy,4.86,37.07,0.78,0.95,65,28,73,22.26,83.88,2491.09,Cotton,Sowing,Kharif,Rainfed,Potato,West,123.38,7.1,DAP
Sandy,5.42,49.7,1.25,2.57,22,68,111,17.74,86.81,1087.74,Tomato,Sowing,Rabi,Canal,Sugarcane,North,122.85,3.22,Urea
Silt,4.69,40.52,0.59,1.42,152,70,55,37.77,30.06,1533.87,Cotton,Harvest,Kharif,Canal,Cotton,West,196.92,5.07,Compost
Clay,7.32,38.75,0.76,1.79,75,41,69,31.45,50.05,1275.31,Wheat,Flowering,Kharif,Sprinkler,Maize,North,176.59,3.2,Urea
Sandy,7.9,44.03,1.45,1.38,86,54,113,11.92,67.63,2947.08,Maize,Harvest,Kharif,Sprinkler,Cotton,East,69.71,6.79,Zinc Sulphate
Loamy,6.24,26.98,0.24,0.34,108,44,24,27.4,48.5,1835.18,Rice,Vegetative,Zaid,Drip,Rice,West,212.57,7.98,MOP
